"geo_name","Total population","Average age","Median age","Median after-tax income","Average after-tax income","Employment income (%)","Gini index","External migrants 1 year ago","External migrants 5 years ago","LANDAREA"
"P8T",5540,38.7,37.2,45600,47080,76,0.3,15,125,207.6624
"P9A",10080,43.3,44.8,40000,43600,68.4,0.3,25,90,378.0704
"P9N",14085,43.1,43.6,39600,43320,69.4,0.3,30,135,272.5851
"R0A",43240,35.3,33.6,33200,36960,76,0.3,75,720,6746.509
"R0B",42205,29.3,24.8,21200,28640,68.6,0.3,10,35,365302.9907
"R0C",56940,41.4,42.4,31200,36320,67.6,0.3,95,395,39343.0403
"R0E",39575,44.3,47.6,34000,38760,65.2,0.3,25,125,13766.1928
"R0G",43710,38.9,38,34400,39120,71.8,0.3,145,850,9685.8031
"R0H",17905,35.5,33.2,28800,33800,69,0.3,0,90,7211.6618
"R0J",29050,42.5,42.8,31400,35000,67.2,0.3,270,1615,13598.1612
"R0K",28080,41,40,35600,38440,70,0.3,30,265,12815.9876
"R0L",26270,41.7,42.4,28000,32640,63.5,0.3,40,265,52618.0229
"R0M",19450,41.7,41.2,33200,37280,68.6,0.3,65,325,11233.3874
"R1A",21475,43.5,45.2,36000,42040,72,0.3,45,260,433.1044
"R1B",280,60.6,66.5,37600,41200,50,0.2,0,0,1.256
"R1C",3940,42.4,46,40000,43280,74.6,0.3,0,0,40.376
"R1N",16640,40.9,40,33200,37160,69,0.3,50,535,788.6573
"R2C",32815,39.6,39.2,36800,38880,77.2,0.2,130,710,24.4137
"R2E",9510,43.5,46.8,46400,61050,70.8,0.3,15,55,41.7904
"R2G",33875,45.1,45.6,35200,39840,68,0.3,145,1140,16.1239
"R2H",16135,43.9,42,34000,38960,71.4,0.3,125,790,5.7802
"R2J",26960,41.4,41.2,37200,41040,71.2,0.3,165,1215,29.1737
"R2K",34345,39.8,38.4,32800,35320,74,0.2,380,2640,11.4261
"R2L",15255,36.8,35.6,29400,31400,75.6,0.2,65,715,5.0897
"R2M",38980,41.8,40.4,33600,38480,70,0.3,430,3160,14.5297
"R2N",31385,43.1,44.4,39600,44720,73.2,0.3,240,1360,38.4087
"R2P",35215,37.7,35.2,29000,32080,74.8,0.2,385,5225,16.9852
"R2R",25595,36.8,35.6,31400,33440,79.8,0.2,200,2460,17.329
"R2V",38200,40.7,40,34400,37240,75.6,0.2,245,2155,19.3367
"R2W",29480,37.2,36,25400,28040,69.8,0.3,85,1095,7.2207
"R2X",19675,38.3,38,30000,30960,78.2,0.2,45,1055,9.227
"R2Y",19850,42.6,42,36400,39240,71.8,0.2,30,490,24.3418
"R3A",5155,32.9,30.6,20600,23380,63.8,0.3,125,870,1.2667
"R3B",12545,39.5,37.2,22400,30680,73.2,0.3,240,1665,2.3016
"R3C",16800,38.9,34.8,25000,30040,73.2,0.3,355,2460,143.5857
"R3E",19010,38.7,37.6,27600,28920,75.2,0.2,110,1015,6.8929
"R3G",25200,38.1,36.8,31000,35240,78,0.3,90,1195,6.8919
"R3H",115,37.2,39.2,,,,,0,0,11.4989
"R3J",28340,42.8,41.6,36000,40520,72.8,0.2,150,1095,13.1924
"R3K",12430,46.4,48.8,38400,44280,68.4,0.3,10,260,5.7966
"R3L",20725,41,36.4,32800,37720,76.6,0.3,210,1430,5.113
"R3M",22200,42.6,41.2,36800,46840,71.2,0.3,215,1445,7.2201
"R3N",16590,41.8,41.6,41600,51600,69.8,0.3,215,825,8.4898
"R3P",20615,48,49.6,42400,64500,62.5,0.4,195,1405,18.7201
"R3R",25745,43.9,45.2,41600,47520,70.4,0.3,120,800,15.8162
"R3S",605,38.4,41.2,41600,154500,54,0.5,0,0,26.3222
"R3T",50190,38.3,33.6,27800,35360,71.2,0.3,1310,10590,24.4294
"R3V",6415,41.5,40.4,35600,38440,70.8,0.3,30,350,27.5055
"R3W",16170,37.7,36.8,36800,40440,79.4,0.2,190,1230,6.5506
"R3X",22305,36.7,38,44400,50360,79.8,0.3,170,1205,17.809
"R3Y",33120,34.3,33.6,35200,43960,80.4,0.3,1020,4870,17.6997
"R4A",5470,39.9,40,42400,47720,78.8,0.2,0,90,83.7434
"R4G",1655,37.8,40.4,52000,56450,81.2,0.2,15,50,38.8827
"R4H",3280,39.9,38.8,46400,58800,73.2,0.3,0,20,106.3857
"R4J",1050,41.2,43.6,47200,56400,80,0.3,0,0,1.1417
"R4K",960,35.7,34,42400,55800,77,0.3,0,0,284.8265
"R4L",1350,39,40.8,43600,51600,76,0.2,0,10,205.1433
"R5A",3850,38.3,38.8,43600,48320,77,0.2,0,40,131.627
"R5G",25090,36.3,33.6,30400,35320,72.8,0.3,205,1045,214.8837
"R5H",5030,40.2,38,34000,36880,70.6,0.3,0,0,163.2568
"R5J",1430,36.9,36.4,36400,36600,78.8,0.3,0,20,220.0189
"R5K",6070,36.1,36,42000,45640,78.4,0.2,25,10,180.5314
"R5L",2250,41.1,42.8,40000,42200,76.2,0.2,0,0,374.1252
"R5M",2295,40.7,43.2,40800,44400,72,0.2,0,0,194.7571
"R5N",5595,38.9,40.4,46400,50200,80.6,0.2,0,35,60.9597
"R5P",735,42.3,44,34800,39600,67,0.2,0,0,206.8032
"R5R",1310,43.1,46.8,39200,48500,66,0.3,0,30,64.1613
"R5T",865,41.1,43.6,42000,56400,79.5,0.3,0,0,89.4642
"R6M",11445,39.2,37.6,31800,35920,71.6,0.3,85,840,410.7361
"R6W",21550,34.1,30.6,29200,33120,71.2,0.2,185,1140,461.4563
"R7A",30025,38.3,36.4,33200,36760,74,0.3,295,1670,632.8509
"R7B",22320,39.3,38,36400,41160,72.8,0.3,260,1305,15.2164
"R7C",2870,47.3,47.6,35600,40880,58.4,0.3,30,70,9.644
"R7N",9960,42.6,42.4,32000,36440,67.2,0.3,0,120,1116.0425
"R8A",5295,43,44.4,38800,45240,73,0.3,55,180,13.1033
"R8N",13290,33.1,31.4,39200,45960,82.2,0.3,45,605,16.4537
"R9A",6785,38.2,36.4,39600,44240,74,0.3,40,180,780.5529
"S0A",52750,44,45.6,32000,38400,66.4,0.3,105,710,33998.1118
"S0C",21740,41.4,41.6,38800,44040,67.4,0.3,40,295,19918.7979
"S0E",32380,42.8,44,33200,38000,64.4,0.3,65,365,27324.2923
"S0G",65895,41.8,42.8,37600,43000,69.2,0.3,85,775,35863.9704
"S0H",21970,44.1,46.4,35200,38600,62.2,0.3,90,330,30936.1752
"S0J",50645,38.1,36.8,28000,34680,63.1,0.3,70,360,205672.1322
"S0K",90185,39.2,38.8,39200,43760,72.4,0.3,170,1205,31703.027
"S0L",30490,42.2,42.4,38800,42880,65,0.3,80,595,29281.5629
"S0M",48250,37.9,36.4,30800,36920,63.7,0.3,50,220,107616.9007
"S0N",21370,42.6,44,35200,39280,62.8,0.3,30,315,36943.2487
"S0P",6465,31.7,27,24000,33160,67,0.3,0,15,49.3742
"S2V",865,43.3,46,49600,62900,67,0.3,0,0,3.635
"S3N",18635,42.3,42,37200,41240,70.2,0.3,70,610,1619.7866
"S4A",11955,40,39.2,43600,50920,75.2,0.3,50,325,790.3012
"S4H",11810,40.8,39.6,39600,46560,67,0.3,20,250,827.5284
"S4K",85,45.6,47.6,,,,,0,0,136.3243
"S4L",5645,37.5,39.2,59600,64000,79,0.3,0,20,221.3167
"S4N",30980,37.2,35.6,37200,39800,77.6,0.3,325,2025,24.7118
"S4P",13505,45.5,42.8,29800,38360,65.4,0.3,165,1050,545.4625
"S4R",34395,39.8,38.8,37600,40280,73.4,0.2,245,1420,32.0099
"S4S",34565,42.1,39.6,40400,47920,69,0.3,645,3785,18.7799
"S4T",31060,38.2,37.2,35200,39280,73.2,0.3,170,840,13.6277
"S4V",33780,39.4,38.8,47600,55250,72.2,0.3,305,2070,25.4196
"S4W",14380,31.9,31.8,40800,46040,80.6,0.3,440,2255,16.049
"S4X",29120,38.1,38.4,47200,50960,78.4,0.2,135,865,14.4249
"S4Y",5670,35.8,36.4,53200,56600,81.8,0.2,35,120,9.6552
"S4Z",1340,40.6,36.4,42400,47000,74,0.2,0,90,0.7468
"S6H",27555,42.9,42.8,35600,40200,67.6,0.3,105,905,1659.4595
"S6J",5850,41.4,40.8,41200,50280,69.2,0.3,20,225,10.3181
"S6K",1335,35.6,36.4,49200,50500,78,0.2,0,25,0.4981
"S6V",42145,38.2,36,34400,39560,68.6,0.3,115,1265,2864.3862
"S6W",290,53.8,60,45200,56400,44,0.4,0,0,1.9487
"S6X",2520,36.9,38,58000,56750,78.4,0.2,0,15,2.105
"S7A",180,28.9,31.8,,,,,0,0,5.1749
"S7B",500,40.6,42,34400,38000,71,0.2,0,0,10.2761
"S7C",1140,34.9,36.4,56400,63200,86,0.2,0,0,49.6633
"S7H",36820,40.7,38,35200,41600,69.2,0.3,780,3580,13.7237
"S7J",30830,44,42.8,38800,46680,66,0.3,165,1110,11.332
"S7K",39075,42.4,41.2,39200,47760,67.8,0.3,250,1525,900.6487
"S7L",41125,38,37.2,34400,37520,75.2,0.2,165,1800,27.5596
"S7M",31870,38.3,36.8,32000,37240,71.6,0.3,190,1420,21.935
"S7N",27385,38.6,35.2,37600,46120,69.8,0.3,220,1490,15.6758
"S7P",180,40.4,44.8,,,,,0,0,15.3019
"S7R",8990,30.9,32,41600,44880,85.2,0.2,60,460,3.3664
"S7S",5730,41,42,43200,50320,74.8,0.3,25,325,3.3542
"S7T",17470,35.9,34.4,43600,52150,76.2,0.3,365,1640,113.7418
"S7V",16575,35.2,34,44800,54000,72.8,0.3,230,1305,41.8237
"S7W",19200,32.1,31.8,44000,51950,80.8,0.3,210,1675,16.812
"S9A",14925,40.2,38.8,35200,39040,69,0.3,40,540,826.9994
"S9H",18545,43,42.4,38000,43520,71,0.3,90,590,1762.9584
"S9V",14460,33.8,33.2,40000,44320,81.2,0.2,55,415,1187.8661
"S9X",7900,36.4,34.4,36800,41600,76,0.3,35,255,3886.102
"T0A",57940,40.4,40.4,37200,44960,74,0.3,80,485,36758.8253
"T0B",63070,42.1,43.2,37200,43920,70.2,0.3,120,495,30126.9335
"T0C",62815,41.4,42.4,34000,42160,67.8,0.3,130,415,18267.1684
"T0E",40345,43.1,45.2,37200,44920,72.8,0.3,60,395,31996.4341
"T0G",40680,38.2,38,36400,43120,74.4,0.3,70,460,61454.256
"T0H",81425,36.3,34.8,37200,44640,75,0.3,125,740,222929.3085
"T0J",50750,39.9,40.4,36400,43880,71.4,0.3,170,690,37636.6318
"T0K",59085,38.2,36.8,33600,40760,67.2,0.3,340,1255,24909.8299
"T0L",52040,42.3,43.6,35600,44600,66.2,0.3,95,670,28134.5502
"T0M",66365,42,43.2,37200,44640,71.8,0.3,170,830,21253.3146
"T0P",3085,34.5,33.2,35600,51200,83.2,0.4,0,0,37713.1385
"T1A",24985,44.8,45.2,32800,39520,66,0.3,125,545,1585.0244
"T1B",33000,41.6,41.6,39200,47560,69.4,0.3,120,760,3971.4223
"T1C",9405,39.6,39.6,41200,49400,72,0.3,20,100,9.3869
"T1G",11030,37.4,35.6,36400,41280,70.4,0.3,70,255,947.9745
"T1H",27810,40.6,39.6,35600,38960,74,0.2,95,980,38.5865
"T1J",26220,38.6,35.6,37200,44200,75,0.3,145,860,340.0114
"T1K",47255,40.8,39.2,37600,46600,66.4,0.3,245,1215,273.6045
"T1L",7360,40.1,37.2,36400,42600,78.2,0.3,220,655,4.0833
"T1M",10055,38.2,36.8,38800,44480,72.6,0.3,0,225,575.7247
"T1P",17035,40.4,40.8,38800,46400,73.8,0.3,60,220,990.569
"T1R",17160,36.5,36.8,40400,43920,75.2,0.3,190,1435,207.1508
"T1S",43515,40.1,42,44800,64500,71,0.3,115,575,1048.7343
"T1V",15700,44.1,45.2,37200,43800,66,0.3,75,490,193.9186
"T1W",17065,42.7,42.8,44000,58750,65,0.3,155,865,3083.7367
"T1X",25295,38.2,38.8,42800,52650,77.8,0.3,80,410,406.6008
"T1Y",52860,39.1,38.4,30600,35000,72.4,0.2,480,3180,15.6642
"T1Z",2710,42.2,43.6,34800,58800,55.4,0.3,0,60,246.894
"T2A",57765,39.2,39.2,30600,33840,74,0.2,530,3730,19.5393
"T2B",22530,41.1,41.6,32800,35720,73.8,0.2,165,795,19.6958
"T2C",19865,42.6,43.2,40000,47480,74.6,0.3,95,415,58.1072
"T2E",36340,40.8,38.4,39600,50040,81.6,0.3,345,1635,50.9646
"T2G",16590,41,36.4,38400,53050,80.4,0.4,240,1040,14.432
"T2H",9225,42.3,40.8,34800,41040,77,0.3,80,560,12.8822
"T2J",41905,43.9,45.2,43200,57850,69.6,0.3,155,1010,25.6212
"T2K",34675,41.1,40.4,36000,43600,72.8,0.3,275,1745,13.6334
"T2L",14350,40.5,38,38000,55050,68.2,0.3,315,1410,6.9779
"T2M",20475,37.9,36.8,40800,59200,78.8,0.4,255,1225,6.0973
"T2N",25810,39.7,37.6,45600,72700,77,0.4,490,1760,9.8807
"T2P",14345,40,35.2,34800,53450,75.2,0.4,630,2620,84.6542
"T2R",17740,37.2,33.2,40800,50680,84.4,0.4,450,2080,1.105
"T2S",14780,41.5,38.4,47200,92800,69,0.5,70,715,5.677
"T2T",30795,38.2,36.4,47600,83500,79.4,0.5,390,1605,7.6413
"T2V",32630,44.3,44,40400,60300,65.6,0.4,245,1290,19.389
"T2W",39830,42.1,42.4,40400,49000,71.2,0.3,150,1180,17.4758
"T2X",54685,37.1,37.2,44000,53150,81.6,0.3,370,2040,38.5248
"T2Y",60200,39.3,40.4,39200,47000,78.8,0.3,695,3470,83.9132
"T2Z",69025,36.3,36.8,46000,53600,81.6,0.3,350,2170,23.2445
"T3A",51235,42.5,43.6,39200,53350,69.4,0.3,705,3205,20.983
"T3B",38130,42.9,42.8,41600,55950,72.4,0.3,205,1105,28.2063
"T3C",24145,38.8,36.4,37600,52550,78.6,0.4,365,2205,10.1125
"T3E",42335,40.1,38.8,41600,57200,77.6,0.4,375,1715,17.2151
"T3G",57195,40.5,41.6,40400,51250,78,0.3,545,2635,25.2334
"T3H",72005,39.6,41.6,48400,70800,75.4,0.4,895,3600,36.9499
"T3J",78835,34.5,33.6,29800,33080,78.4,0.2,1340,8240,27.5819
"T3K",79145,38.5,39.2,37600,44160,79.8,0.3,490,3595,38.0947
"T3L",30025,39.1,41.2,50000,63950,76,0.3,210,920,58.1662
"T3M",56700,33.6,35.2,50400,60050,83.2,0.3,470,2260,33.8043
"T3N",33540,31.5,32,35200,37280,85,0.2,570,3960,26.193
"T3P",27665,32.5,33.6,45600,50200,87,0.2,185,1895,82.6956
"T3R",34955,34.7,35.2,44000,54900,79.8,0.3,545,2495,123.0519
"T3S",285,45,48,36400,41200,79,0.3,0,0,37.7364
"T3Z",10600,42.4,46.8,58800,123600,60.8,0.5,120,240,522.703
"T4A",19940,36.9,37.2,44400,51750,79.8,0.3,75,400,486.543
"T4B",58050,34.5,35.2,44400,50800,82.8,0.3,275,1385,276.9734
"T4C",37325,40,40,46000,56150,75.2,0.3,205,705,711.5273
"T4E",5230,43.9,47.2,41600,63950,54.9,0.4,0,60,668.0017
"T4G",13370,44,45.2,37600,44440,69,0.3,0,125,1102.4708
"T4H",11830,43.2,43.6,36400,45240,67.8,0.3,20,175,1063.6785
"T4J",11390,40.8,40.4,38000,44360,72,0.3,45,175,1049.2351
"T4L",17145,40.8,40.4,38800,45480,70.2,0.3,75,380,727.1644
"T4M",7755,30.5,31.2,46800,52000,85,0.2,30,100,13.7328
"T4N",30580,41.7,40.4,32800,42240,66.8,0.3,75,1070,27.8971
"T4P",33760,38,37.2,38000,45600,75.2,0.3,125,950,41.1969
"T4R",37020,38.9,38.8,44000,51900,75.6,0.3,115,640,19.9401
"T4S",20585,37.3,36.8,42000,50720,76,0.3,50,200,206.2185
"T4T",13295,39.7,39.6,36000,44600,72.2,0.3,10,65,7240.1975
"T4V",20160,43.7,43.6,37200,43840,68.6,0.3,90,505,158.1196
"T4X",26450,35.6,36.4,48800,56000,79.2,0.3,50,355,609.7143
"T5A",34425,39,38,36000,40120,72.8,0.3,270,1660,12.8386
"T5B",15375,41.6,41.2,30400,36800,73.8,0.3,80,600,7.2718
"T5C",15940,40.7,39.6,32800,37880,70.6,0.3,80,730,5.8071
"T5E",33605,39.8,38.4,34000,40160,72.6,0.3,155,1650,12.7377
"T5G",12870,40.1,38.8,30200,36320,75.4,0.3,45,695,9.0579
"T5H",25365,40.3,37.6,27800,35560,72.4,0.3,315,2640,6.7949
"T5J",6290,36.1,31.8,40000,46640,85.6,0.4,150,670,1.3738
"T5K",22440,44.2,38,39600,49360,73,0.4,235,1625,3.1171
"T5L",16755,40.7,40,36400,40080,75.4,0.3,145,540,10.5263
"T5M",15465,40.6,39.6,36000,45160,77,0.3,90,1165,12.2906
"T5N",14710,41.3,39.2,44800,66400,70.8,0.4,95,430,7.038
"T5P",20475,42.1,41.6,32000,36760,73.8,0.3,230,1185,7.0766
"T5R",24640,42.3,41.6,41200,54000,70.6,0.3,210,1155,11.6742
"T5S",7730,36.5,36,49200,54700,85.8,0.3,0,60,31.3827
"T5T",77840,38,37.6,40000,46280,78.4,0.3,615,3780,31.6294
"T5V",145,46.8,49.6,,,,,0,0,18.3432
"T5W",20050,40.4,40,35600,41200,72.2,0.3,35,465,10.4745
"T5X",42645,38.1,37.2,37200,42040,73.2,0.3,245,1610,14.8155
"T5Y",54440,34.9,34.4,40000,43800,81.6,0.2,485,2615,111.5691
"T5Z",34200,38.4,37.2,40000,44840,79.8,0.2,165,840,12.0329
"T6A",14480,43.4,42.8,44000,51600,74.6,0.3,45,370,8.8061
"T6B",9290,43.4,42,42400,49160,75.8,0.3,80,160,18.7434
"T6C",20245,42.3,40.4,41600,50240,76.2,0.3,95,585,8.5519
"T6E",22890,39.1,34.8,36800,46160,76.4,0.3,365,1865,19.6046
"T6G",11500,37.6,31,32400,53800,68,0.4,305,1500,6.2708
"T6H",27880,40.1,37.6,38800,49720,73,0.4,280,1935,17.8507
"T6J",45385,42,40.8,39200,50320,68.4,0.3,390,2505,22.2411
"T6K",28045,39.2,38.4,35200,39960,72,0.3,285,1510,10.1814
"T6L",49215,39.9,38.8,35600,40400,75.4,0.3,360,3010,16.6828
"T6M",33885,37.2,37.2,47600,56600,79.2,0.3,155,870,39.0149
"T6N",,,,,,,,,,2.7844
"T6P",1805,49.2,52.8,33600,36880,73.2,0.3,0,20,11.491
"T6R",45150,40.3,41.2,48000,61250,74.2,0.3,385,1820,20.4901
"T6S",,,,,,,,,,18.1062
"T6T",48820,33.6,32.8,35600,40560,83.4,0.2,670,4685,15.5099
"T6V",23105,35.8,35.6,41200,45880,80,0.2,85,695,15.5211
"T6W",83495,33.5,33.6,45600,52750,83,0.3,920,5815,47.2631
"T6X",50395,31.9,32.8,43600,48000,87.6,0.2,485,3375,65.4876
"T6Y",230,45.8,48.4,,,,,0,0,63.1538
"T7A",11410,39.3,38.8,40400,47720,75.8,0.3,15,110,2176.0102
"T7E",13720,39.5,39.6,42400,49920,80,0.3,35,155,8054.354
"T7N",7175,44.4,45.6,36000,41200,66.6,0.3,0,50,1031.5882
"T7P",7185,44.9,46,32000,38480,64.4,0.3,25,120,772.2806
"T7S",11870,36.4,36,42800,50760,81.6,0.3,0,315,2419.8105
"T7V",10315,38.9,38.4,43600,50280,80.8,0.3,70,315,4515.9337
"T7X",47505,37.3,36.8,44000,51120,78,0.3,100,600,327.1939
"T7Y",17055,41.5,44,45600,56400,73,0.3,35,115,836.2651
"T7Z",18925,41.6,41.2,40400,47520,73,0.3,10,160,37.7236
"T8A",42145,42.3,43.6,48000,55850,74.2,0.3,95,430,40.4982
"T8B",7075,43.4,47.2,50800,77600,68.4,0.4,65,145,104.1479
"T8C",4410,42.6,46.4,48000,65400,73.6,0.3,0,10,125.265
"T8E",8245,41.2,43.6,48000,58850,78.2,0.3,0,35,237.3922
"T8G",4785,41.2,43.2,47200,53650,78.6,0.3,0,30,245.1564
"T8H",31060,39.2,39.2,49600,57000,79.8,0.2,65,400,39.0293
"T8L",29255,37.7,36.4,46400,54100,79,0.3,85,500,460.9995
"T8N",68210,41.8,42.4,48000,56950,73.2,0.3,135,945,47.836
"T8R",15960,37.9,37.6,44800,51300,77.6,0.2,40,55,709.3947
"T8S",7930,36.9,35.6,42000,50720,78.8,0.3,55,230,25.3423
"T8T",7285,41.6,44,50000,65200,70,0.3,0,40,379.0062
"T8V",31635,37.5,35.6,40000,45880,80.2,0.3,205,1355,55.5709
"T8W",21555,34,34,51600,59350,81,0.3,50,415,331.7517
"T8X",24185,34.1,34,50000,55900,83.6,0.2,35,430,307.7419
"T9A",15095,42.6,42.8,34800,40520,70.6,0.3,20,280,978.5581
"T9C",6655,44.5,46,36400,41520,65.2,0.3,0,75,580.0067
"T9E",34385,37.6,37.2,43200,50600,80.2,0.3,45,575,42.2531
"T9G",6970,40.3,40.4,41200,46840,75.4,0.3,20,70,14.2554
"T9H",26075,35.5,36,55600,67100,91.6,0.3,150,1280,23261.4407
"T9J",3775,32.3,32.8,62400,69800,94.6,0.2,25,100,4.8368
"T9K",40905,32.1,33.6,70000,79800,93.4,0.3,265,1405,39.1148
"T9M",18240,34.5,32.8,45600,52000,81.2,0.3,20,290,481.332
"T9N",9440,38.8,38,41200,49240,76.2,0.3,0,180,284.9683
"T9S",6360,44.1,46.4,39200,48960,70.2,0.3,10,100,2102.1672
"T9V",20750,38.1,37.6,43200,51750,77.2,0.3,35,440,186.7288
"T9W",8090,39.9,38.8,41200,46520,75.6,0.3,30,185,744.8081
"T9X",5400,42.4,41.6,40400,44400,69.4,0.3,10,90,761.6226
"V0A",16075,44.1,44.4,37200,42880,71.6,0.3,135,440,20695.6446
"V0B",36125,45.2,47.2,34000,44080,69.8,0.3,130,595,19671.1627
"V0C",26465,38.1,38,40800,49120,80.2,0.3,60,280,322135.9905
"V0E",72015,46.6,50.8,31600,38520,63.2,0.3,260,1150,48020.3801
"V0G",26940,46.1,49.2,31800,39640,67,0.3,110,310,15579.8163
"V0H",58480,51.5,57.6,31600,38720,55.5,0.3,200,1045,9878.8119
"V0J",51915,41.4,42.4,34000,40080,72.8,0.3,170,785,175022.1807
"V0K",33615,49.3,55.2,29000,36040,59.7,0.3,175,320,35795.9575
"V0L",4850,46,50.8,23600,31640,60.3,0.3,25,100,46797.8242
"V0M",12420,45.7,49.2,31400,37480,65.2,0.3,40,155,3928.8119
"V0N",71420,46.9,50,34400,43440,63.9,0.3,455,1750,21444.9524
"V0P",7335,49.4,55.6,27000,36720,53.9,0.3,35,85,27859.0939
"V0R",72310,47.3,51.2,33200,40680,61.6,0.3,315,1175,8323.4862
"V0S",365,43.9,43.6,26800,,,0.3,0,0,1268.6703
"V0T",9030,42.2,43.2,29400,34800,70.6,0.3,35,110,52875.6665
"V0V",1895,39.9,40.4,22800,29680,70,0.3,0,10,6782.6881
"V0W",505,53,59.6,32400,38600,60.8,0.3,0,10,1157.8802
"V0X",22685,48.4,53.6,28800,36200,62.1,0.3,80,295,10636.4799
"V1A",9025,44.7,45.6,36800,43120,69.4,0.3,15,195,2165.4528
"V1B",23425,45.1,48,38800,47480,64.6,0.3,140,425,388.4829
"V1C",26195,44.4,45.6,35600,43520,68.6,0.3,60,495,2488.4372
"V1E",21395,47.6,51.2,33200,40400,58.9,0.3,100,285,456.3422
"V1G",15115,38.4,36.4,39600,46720,79,0.3,120,680,9955.2594
"V1H",14995,52.2,58.8,35200,44600,54.9,0.3,80,180,1040.4599
"V1J",24490,34.9,33.2,44400,51700,84.4,0.3,150,995,181.1558
"V1K",9350,46,49.2,30200,37040,64.8,0.3,20,125,6215.8532
"V1L",17640,44.4,44.8,33200,39760,62.9,0.3,200,855,921.2158
"V1M",31420,42.5,44,42000,50920,71.4,0.3,240,1065,66.4863
"V1N",13355,45.1,46.8,35600,43080,70.4,0.3,65,335,1820.4991
"V1P",9655,41.4,42,38800,46080,68.2,0.3,40,220,1082.6425
"V1R",10295,46.5,48.8,34800,40480,65.4,0.3,30,275,811.3129
"V1S",13260,41,40,43200,50920,74.6,0.3,70,380,273.5477
"V1T",30440,46.3,46.8,31200,36040,65.2,0.3,140,785,25.6932
"V1V",26730,41.9,40.8,38800,47640,67.4,0.3,405,1250,60.1088
"V1W",38375,45.9,48,38800,52100,58.8,0.3,305,1380,76.28
"V1X",35150,42.2,40.4,31400,35120,72,0.2,210,1665,219.4354
"V1Y",39050,44,40.8,32800,40840,68.4,0.3,320,2075,18.4637
"V1Z",16550,44,46.4,37200,48800,62.4,0.3,45,225,818.1401
"V2A",40490,49.2,52.8,32400,39960,61.4,0.3,90,765,256.8873
"V2B",41640,43.6,43.2,34000,39480,70.6,0.3,95,640,95.0929
"V2C",27035,43.6,42.4,36000,43360,69.4,0.3,235,1555,570.6303
"V2E",15965,39.2,38,41200,48400,74.8,0.3,130,585,38.5608
"V2G",18200,42.3,42.8,35200,41400,73.4,0.3,65,300,2605.5602
"V2H",7060,47.1,52,41600,49320,65.6,0.3,25,55,219.5452
"V2J",22680,44.3,46.8,32400,39920,70.2,0.3,35,210,21541.319
"V2K",21555,40.5,41.2,42800,49080,78.4,0.3,20,95,1553.2652
"V2L",10100,42.9,41.6,29800,35120,68.2,0.3,10,195,7.6496
"V2M",23760,39.6,36.8,36000,41400,74.6,0.3,155,1255,47.676
"V2N",33870,39.9,39.6,41200,47640,76,0.3,105,795,3604.2069
"V2P",39075,42.1,41.2,30400,36040,70,0.3,140,730,90.4795
"V2R",55505,42.5,42.8,36000,42000,69,0.3,200,980,241.2295
"V2S",52495,41.8,40.4,33200,39240,72.6,0.3,375,2225,35.1456
"V2T",60080,40.5,38.4,27800,34080,69.8,0.2,680,4850,37.7816
"V2V",36155,40.2,40.4,34400,39640,75.6,0.3,100,565,2088.4363
"V2W",23675,37.8,38.8,41200,47880,80.2,0.2,120,610,73.3688
"V2X",50280,42.8,43.2,36800,41640,76.2,0.2,290,1375,22.2164
"V2Y",46970,36.8,36.8,40000,45720,81.6,0.3,505,2860,41.5899
"V2Z",16210,46.1,50.4,37200,49360,63.2,0.3,50,225,92.4853
"V3A",46295,43,42.4,37200,43120,73.6,0.3,210,1455,24.774
"V3B",61395,41.5,41.6,34400,40600,78.2,0.3,880,4860,20.3421
"V3C",39450,42.2,42.8,38800,44560,77.8,0.3,295,1525,22.4531
"V3E",42030,39.8,41.6,34400,44160,78.2,0.3,695,3095,81.1342
"V3G",26940,38.9,39.2,39600,47480,74.8,0.3,150,770,196.9056
"V3H",37340,40.9,42.4,44400,54200,76.8,0.3,330,1465,59.6587
"V3J",44555,41.3,40.4,34800,42400,75.6,0.3,745,3560,14.1606
"V3K",31180,42.4,42,34800,40880,77.2,0.3,280,1790,15.1872
"V3L",30990,42.4,40.8,40400,46760,79.4,0.3,465,2425,6.8129
"V3M",47925,41.6,40,36800,41680,80.6,0.3,640,4345,8.8073
"V3N",41405,41.4,40.4,33200,39160,80.2,0.3,680,3810,11.3859
"V3R",61435,40.1,39.6,29800,34040,78.2,0.3,870,5010,19.416
"V3S",105000,38.6,38,34400,39960,79.2,0.2,1175,7810,52.2236
"V3T",45515,38.5,35.2,29000,32480,82.2,0.3,1120,7115,8.146
"V3V",50870,37.8,34.8,26400,31240,78.4,0.2,1030,8175,18.3082
"V3W",95970,38,35.6,27200,31520,78,0.2,1765,13840,23.8831
"V3X",33055,38.5,37.2,31800,37840,77.6,0.3,530,3155,13.1604
"V3Y",19415,42.1,43.2,40000,45840,77.2,0.3,105,395,86.7655
"V3Z",38835,39.5,39.6,40000,52750,69.6,0.3,695,2755,91.6942
"V4A",38035,48.1,51.6,36800,48760,60.8,0.3,340,1710,17.9892
"V4B",21830,53.3,58,37600,50080,57.6,0.3,250,860,5.1745
"V4C",48435,39.7,38.8,31800,37200,77.6,0.2,585,4465,13.2968
